CustomerId,Gender,Age,CreditScore,EstimatedSalary,HasCrCard,Exited
15779247,Female,24,683,187987.01,1,0
15707078,Female,26,577,123454.62,0,0
15605263,Male,33,552,10921.5,0,0
15607381,Female,31,769,53817.23,1,0
15683471,Male,38,691,81617.4,0,0
15605037,Female,49,818,192298.84,0,1
15576085,Male,41,739,143882.25,0,0
15770435,Female,50,639,53130.41,1,0
15592994,Female,65,651,190454.04,1,0
15624068,Female,26,779,111906.0,0,0
15595221,Female,33,850,113177.95,1,0
15637131,Male,38,829,30529.88,1,0
15613471,Male,31,579,18800.13,1,0
15583499,Male,32,510,46127.7,1,0
15752816,Male,29,531,75585.48,0,0
15804075,Female,36,628,63085.94,1,0
15800517,Male,32,633,74415.2,1,0
15712319,Male,45,714,139889.15,0,0
15797389,Male,23,604,7267.25,1,0
15621432,Male,35,630,186826.22,0,0
15779390,Female,31,850,162149.07,1,0
15711219,Female,57,788,180150.49,1,1
15770498,Female,37,798,83478.12,1,0
15678727,Male,45,770,26163.74,1,1
15573893,Male,25,569,44381.06,1,0
15740104,Female,22,425,136365.0,0,1
15792649,Female,31,547,99294.22,0,0
15605275,Male,45,725,173464.43,0,1
15572467,Male,37,506,127543.81,1,0
15738219,Female,36,632,52526.65,1,0
15600710,Male,22,620,32589.45,1,0
15804394,Male,32,663,47161.25,1,1
15694188,Female,46,700,45424.13,0,0
15583718,Male,38,696,8018.49,1,0
15802478,Male,31,767,195668.0,1,0
15619343,Male,56,561,133167.11,1,1
15758813,Male,39,350,123602.11,0,1
15761374,Male,54,706,186238.85,1,0
15569209,Female,34,464,158668.87,1,0
15788539,Female,34,501,9249.36,1,0
15747222,Female,35,745,116581.1,1,0
15769346,Female,36,587,44688.08,1,0
15699634,Female,48,667,148608.39,1,0
15589076,Male,36,737,188670.9,0,1
15812338,Female,30,485,107067.37,1,0
15758845,Female,37,590,61759.33,0,1
15685844,Female,35,518,192776.64,0,0
15583090,Female,29,581,46735.19,1,0
15587581,Female,33,785,169117.74,1,0
15633640,Female,52,799,89081.41,1,0
15573741,Male,38,698,105227.86,1,0
15633574,Female,41,730,128246.81,1,0
15711455,Female,36,740,94554.74,0,1
15570601,Female,47,785,33823.5,1,1
15690925,Female,29,527,97468.44,1,1
15709338,Female,29,544,164137.36,1,0
15780746,Male,61,705,191313.7,1,0
15681956,Male,34,684,65257.57,1,0
15778190,Female,28,639,178222.77,1,0
15786852,Female,38,565,179445.28,1,0
15726494,Male,44,481,65500.53,1,1
15641183,Male,25,731,97877.92,1,0
15805312,Male,45,607,113051.57,0,0
15636572,Female,32,760,105969.05,1,0
15632575,Female,70,559,122996.76,1,0
15740164,Female,33,715,68087.15,1,0
15574947,Male,36,656,21478.36,0,0
15597909,Male,33,652,158437.73,1,0
15782574,Male,33,624,76551.7,0,0
15734999,Male,36,634,15887.68,1,0
15706593,Female,50,850,33741.84,1,0
15766686,Female,39,659,20652.69,1,0
15590268,Male,35,529,112781.5,1,0
15763055,Male,31,572,119996.95,0,0
15664754,Male,39,640,6981.43,0,1
15643630,Male,55,770,185211.28,1,1
15641043,Male,35,648,78436.36,1,0
15768095,Male,31,579,139048.0,0,0
15811314,Female,36,589,136329.96,1,0
15669922,Female,36,530,14721.8,1,0
15707114,Male,30,831,3430.38,0,0
15670602,Male,24,790,160450.21,0,0
15713479,Male,35,656,1485.27,1,0
15663830,Male,32,563,19720.08,1,0
15566958,Male,39,667,41183.02,1,0
15680918,Male,34,613,139410.08,1,0
15663921,Male,60,429,163691.48,1,0
15716324,Female,23,665,115147.33,1,0
15796969,Male,33,731,74945.11,1,0
15574783,Female,37,584,180363.56,1,0
15773487,Female,31,634,196021.73,0,0
15802486,Male,34,488,125979.36,1,0
15783398,Female,49,535,111421.77,1,0
15649418,Female,29,776,115818.51,1,0
15604588,Female,38,850,179360.76,0,0
15735428,Female,37,673,82351.06,0,0
15629078,Female,45,850,192744.23,1,1
15806880,Female,30,627,113408.47,1,0
15754999,Female,33,570,124641.42,1,0
15781034,Male,67,796,54871.02,0,0
15622017,Female,33,773,98820.09,1,0
15705885,Male,36,752,45570.84,1,0
15677382,Female,69,625,182336.45,1,0
15566843,Male,20,535,118825.56,1,0
15608387,Female,29,786,103372.79,1,0
15810786,Female,67,620,43486.73,1,0
15626983,Female,48,605,40062.99,1,0
15773605,Female,32,670,46175.7,1,0
15811261,Male,42,617,120830.73,1,0
15590606,Male,41,595,5967.09,1,0
15576644,Female,29,687,122134.56,1,1
15750264,Male,30,757,62972.13,1,0
15741554,Male,31,746,174815.54,1,0
15769051,Male,25,503,192841.13,0,0
15812198,Male,48,543,33310.72,0,1
15699772,Female,40,428,72876.43,1,1
15744105,Female,28,768,50911.41,0,0
15739858,Male,56,618,142400.27,1,1
15723720,Female,31,591,48778.46,0,0
15638355,Female,35,658,156361.58,0,1
15805637,Male,36,625,133807.77,1,1
15629575,Male,36,717,179128.69,1,1
15586243,Male,44,667,91810.71,1,0
15757931,Male,24,804,173195.33,1,0
15716023,Male,31,693,182270.88,0,0
15647782,Male,36,729,177130.33,1,0
15716609,Male,54,484,49954.79,0,1
15623791,Female,40,632,141896.74,1,0
15627262,Male,23,536,120661.71,1,0
15652693,Female,26,573,149814.68,0,1
15586993,Female,56,655,41782.7,1,0
15815560,Male,74,666,46172.47,1,0
15584930,Male,30,726,2704.09,1,0
15799031,Male,39,523,6726.53,1,0
15810457,Female,33,728,170764.08,1,0
15697879,Male,30,701,45742.42,1,0
15594902,Male,38,518,162304.59,0,0
15799710,Male,37,739,80883.82,0,0
15659651,Female,31,531,118508.09,1,1
15645956,Male,44,452,69697.74,1,0
15651713,Male,45,684,183575.01,1,0
15737265,Male,39,728,161203.6,0,0
15687310,Male,39,783,143752.77,1,0
15607347,Male,22,734,121894.31,0,1
15698321,Male,34,648,147055.87,1,0
15657812,Male,52,688,172033.57,1,0
15569187,Male,35,680,143774.06,0,0
15681562,Female,43,516,139366.58,1,0
15615456,Female,37,680,81776.84,1,1
15589793,Male,53,604,190998.96,1,1
15781884,Male,27,624,4470.52,0,0
15675190,Male,21,623,135851.3,0,0
15600734,Male,51,624,172372.63,1,0
15779176,Female,58,565,135875.51,0,1
15605286,Male,55,565,128124.7,1,1
15674922,Male,54,710,167023.95,1,1
15737506,Male,42,645,149807.01,0,0
15780514,Male,33,707,54290.62,1,0
15623647,Female,36,655,86013.96,1,0
15668472,Female,24,705,79886.06,0,0
15692416,Female,52,358,141959.11,1,1
15771139,Male,34,578,66680.77,1,0
15738318,Female,40,800,98640.15,1,1
15772243,Female,33,612,142797.5,0,1
15638463,Female,48,681,163581.67,1,0
15598088,Male,25,559,163221.22,1,0
15693468,Female,39,488,12440.44,0,0
15671930,Female,36,717,145551.6,1,0
15762268,Female,41,666,50908.48,1,0
15780954,Male,26,582,30149.21,1,0
15700174,Female,30,733,57769.2,0,0
15635728,Male,41,693,156381.47,0,0
15679283,Female,33,694,178123.86,1,0
15591386,Female,35,622,51112.8,1,0
15694192,Female,38,598,173783.38,0,0
15585901,Male,35,717,174770.14,0,1
15792329,Male,37,494,172063.09,1,0
15635597,Male,33,644,155294.17,1,0
15775880,Female,30,554,40320.3,1,0
15630913,Female,69,476,134260.34,0,0
15756680,Male,28,667,147090.9,1,0
15587913,Female,40,748,132368.47,1,0
15737605,Female,45,531,164741.5,1,0
15627876,Female,47,719,63051.32,1,1
15772601,Female,41,845,199761.29,0,0
15758606,Male,54,738,55725.04,0,1
15657107,Female,46,563,163145.5,1,1
15622454,Male,28,695,57992.49,1,0
15775803,Male,41,841,193093.77,0,0
15570859,Male,36,626,57531.14,1,0
15748381,Female,29,613,77242.19,1,0
15787189,Male,60,824,153046.16,0,1
15666055,Female,49,705,63405.2,1,1
15617648,Female,44,584,106564.88,1,0
15755678,Male,62,534,42763.12,0,1
15624781,Female,34,672,168753.34,1,0
15779497,Male,43,603,19483.35,1,0
15567399,Male,43,633,158646.46,1,0
15613656,Male,58,842,83172.19,1,0
15734311,Female,27,661,76889.79,1,0
15657214,Male,74,601,51554.58,0,0
15799350,Male,41,632,105570.39,0,0
15729970,Male,29,684,79495.01,0,0
15725835,Female,32,785,52583.79,0,1
15745543,Male,39,687,26848.25,1,0
15727384,Female,43,705,10072.55,0,1
15666916,Male,43,639,187296.78,1,0
15732917,Male,46,729,104016.61,1,1
15612050,Female,48,556,151310.16,1,0
15726267,Male,32,570,62810.91,0,0
15780124,Male,74,841,60830.38,0,0
15742238,Male,35,705,116672.02,1,0
15679024,Male,32,553,77304.49,1,0
15715297,Female,40,779,52894.01,1,0
15633612,Male,28,696,116471.43,1,0
15602929,Female,37,728,4539.38,0,0
15696703,Male,27,691,142367.72,1,0
15756668,Male,30,706,110520.48,1,0
15565779,Female,30,627,188258.49,1,0
15795519,Female,18,716,197322.13,0,0
15761477,Male,24,501,80241.14,1,0
15731890,Male,41,601,172814.99,0,0
15633043,Female,39,545,38410.74,0,1
15752953,Male,45,634,17622.82,0,0
15603088,Female,23,451,48021.71,0,0
15606613,Female,59,655,88958.49,1,1
15635939,Female,39,458,116343.09,1,0
15666043,Male,33,520,166102.61,1,0
15746190,Female,28,624,104353.26,0,0
15591357,Male,51,765,115429.32,1,0
15658716,Female,37,667,178106.34,1,1
15679909,Male,41,665,132152.32,1,0
15634262,Male,34,709,21521.38,1,0
15799825,Female,44,583,27431.62,1,0
15756875,Male,34,782,42143.61,0,0
15678146,Female,24,668,106457.11,0,1
15710743,Male,47,621,133831.37,1,1
15595831,Female,64,579,164083.72,1,0
15626684,Female,38,547,159207.34,0,0
15709846,Female,39,840,84487.62,1,0
15635459,Female,27,667,3674.71,1,0
15642544,Male,34,723,12092.03,0,0
15566494,Male,45,487,77475.73,1,0
15655238,Female,31,668,41291.73,0,0
15733429,Male,34,520,343.38,1,0
15814536,Male,37,549,47432.43,0,0
15771702,Female,35,567,127827.18,1,0
15723008,Female,45,720,35633.15,1,1
15797160,Female,49,492,182865.09,1,1
15792222,Female,37,712,169386.81,0,0
15644765,Male,26,689,149073.88,0,0
15610686,Male,63,850,184107.26,0,1
15730868,Male,41,747,22750.17,1,0
15705991,Male,38,469,11950.29,0,0
15577078,Male,38,539,152880.07,1,1
15679550,Male,32,743,175252.78,1,0
15787655,Male,47,707,174303.29,1,0
15668081,Female,50,581,80701.72,1,0
15747980,Male,38,737,198516.2,1,0
15710295,Female,38,445,175756.36,1,0
15724443,Female,29,703,82824.08,0,0
15571305,Female,35,588,179866.01,1,1
15569503,Male,44,765,159899.97,1,0
15581840,Male,33,626,138504.28,1,0
15772262,Male,37,545,127394.67,1,0
15767794,Male,31,744,58961.49,1,0
15629338,Female,31,658,103644.98,1,1
15790379,Male,28,629,119647.7,1,0
15750684,Female,42,719,28465.86,1,1
15697214,Female,36,686,152979.14,1,0
15711015,Male,36,743,190911.02,1,0
15573309,Female,48,626,95794.98,1,0
15805303,Male,44,661,189742.78,1,1
15741385,Male,45,710,188574.08,1,0
15780254,Male,40,654,183872.88,0,1
15744843,Female,34,569,196555.32,0,0
15815626,Male,63,640,112503.24,1,1
15784736,Male,45,562,46864.0,1,0
15813412,Female,55,721,65864.4,1,1
15809143,Male,32,456,125167.92,1,0
15617617,Male,39,811,177519.39,1,0
15779738,Male,24,534,169653.32,1,0
15668669,Female,36,423,118372.55,1,1
15687477,Male,28,594,16481.12,1,0
15578908,Female,32,725,138525.19,1,0
15687658,Female,52,716,14608.0,1,1
15615020,Female,41,595,81548.38,0,0
15608886,Female,33,679,69608.48,0,0
15602551,Male,39,667,68873.8,1,0
15672945,Female,37,661,81102.81,1,0
15757408,Male,38,655,81054.0,0,1
15806132,Male,55,555,74149.77,1,0
15813022,Male,70,531,99503.19,0,0
15673578,Female,40,611,10109.47,1,0
15757916,Female,38,600,58855.85,1,0
15689168,Male,37,531,84402.46,0,0
15769216,Female,43,601,49713.87,1,1
15593295,Male,57,548,133537.53,1,0
15804814,Male,40,759,124615.59,1,0
15778934,Female,49,678,98090.69,0,0
15802351,Female,33,755,42607.69,1,0
15630241,Male,61,594,192434.11,1,0
15719561,Male,42,768,60686.4,0,0
15615096,Female,31,492,49463.44,1,0
15659931,Female,55,637,81431.99,1,1
15714586,Female,42,646,22909.56,0,0
15634949,Male,74,593,65532.17,1,0
15589224,Male,41,596,141053.85,0,0
15795990,Female,48,722,3472.63,1,1
15603216,Male,25,642,102083.78,1,0
15631201,Female,28,472,1801.77,1,0
15686255,Male,35,738,85185.44,0,0
15746594,Male,33,732,119882.7,1,0
15718893,Female,54,404,83715.66,1,1
15671609,Male,44,701,23425.78,1,0
15652540,Male,31,683,77326.78,0,0
15774857,Female,27,460,156150.08,1,1
15791836,Male,29,690,108577.97,1,0
15651554,Female,54,618,133573.29,1,1
15583576,Male,30,671,102057.86,0,0
15732740,Female,32,765,47247.56,0,0
15723320,Female,25,651,114566.47,1,0
15603851,Male,32,704,184464.7,0,1
15777923,Female,45,544,151401.33,0,0
15735719,Female,40,790,70607.1,1,0
15703482,Male,34,710,147074.67,1,0
15605835,Male,37,743,105780.18,0,0
15664881,Male,34,702,109496.45,1,0
15757568,Female,45,704,137739.45,1,0
15792660,Male,38,614,105140.92,1,0
15599722,Female,43,609,113276.46,1,1
15726354,Female,32,688,172531.23,1,0
15610355,Male,44,713,64375.4,1,0
15704284,Male,57,736,28434.44,1,1
15621893,Male,18,727,46941.41,1,0
15588219,Female,38,850,29333.01,1,0
15688619,Male,45,718,193724.51,1,0
15765518,Female,51,643,34967.75,1,1
15616931,Male,41,653,55663.85,1,0
15758372,Male,18,674,55753.12,1,1
15782591,Male,35,690,176962.31,1,0
15612109,Male,38,819,181507.44,1,0
15613712,Male,34,634,61995.57,1,0
15639322,Male,33,633,98349.13,1,0
15594349,Male,49,850,59748.19,0,0
15574167,Male,33,665,159840.51,1,0
15811842,Male,26,630,6656.64,1,0
15648794,Male,57,836,37141.62,1,1
15771211,Male,38,668,37094.75,0,0
15588614,Male,57,753,159475.08,1,1
15630698,Female,55,745,51548.14,0,1
15694200,Male,36,693,58719.63,0,1
15721426,Male,65,606,7861.68,0,1
15725997,Female,35,660,19199.61,1,0
15762138,Male,42,608,178504.29,1,0
15750649,Female,44,744,189016.14,1,0
15685706,Female,40,731,156048.64,1,0
15641835,Male,72,683,52876.41,0,0
15586821,Male,28,727,19653.08,0,0
15569678,Male,32,561,139451.98,1,0
15793842,Female,34,700,128136.29,1,0
15667554,Male,35,605,45206.57,1,0
15794479,Male,77,767,190146.83,1,0
15585041,Male,33,511,158313.87,0,0
15780650,Male,40,667,96670.2,1,0
15780846,Male,33,787,62163.53,0,0
15805260,Female,56,705,88428.41,1,1
15621629,Male,43,773,35908.46,1,0
15662151,Male,40,554,168780.04,0,0
15747174,Male,58,526,191263.76,1,0
15651585,Male,35,661,83052.03,1,0
15649738,Female,46,698,125962.02,1,0
15633108,Male,26,646,164696.27,1,0
15769254,Female,34,757,187011.96,0,0
15704746,Male,35,699,55324.49,1,0
15637644,Female,24,667,34335.55,0,0
15609562,Female,43,774,17004.14,1,0
15787459,Male,40,745,116331.42,0,0
15762902,Female,42,649,22974.01,0,0
15738605,Female,46,634,49725.16,1,1
15724889,Male,38,665,87412.74,0,0
15730735,Male,38,713,26136.89,1,0
15689147,Female,40,652,126554.96,1,0
15730397,Male,40,739,193321.3,1,0
15762169,Male,37,556,90928.02,1,1
15589320,Male,34,699,76510.46,1,0
15799211,Female,32,708,120115.5,1,0
15798310,Male,35,480,197984.58,1,0
15609998,Female,59,700,142977.05,1,1
15583548,Female,47,525,82522.61,1,1
15761763,Male,33,845,150664.97,1,0
15764409,Male,37,613,114153.44,1,0
15710161,Female,34,850,171706.66,1,0
15735246,Female,58,798,119071.56,0,1
15791700,Male,47,773,143007.49,1,1
15670753,Male,35,614,31302.35,1,0
15573876,Male,48,473,71139.8,1,0
15770174,Male,29,762,54122.89,1,0
15641114,Male,37,701,120031.29,1,0
15682435,Male,35,600,104076.51,1,0
15751788,Male,28,850,175853.64,1,0
15672598,Male,30,613,175795.87,1,0
15762803,Male,31,509,15360.91,1,0
15812982,Male,38,509,168460.12,0,0
15597901,Male,34,609,181177.9,1,0
15731507,Female,33,456,58363.94,0,0
15809826,Female,46,728,20276.87,1,1
15764237,Male,33,663,91514.62,0,0
15769917,Female,34,673,76703.1,0,0
15641850,Male,40,717,110887.14,1,0
15770974,Female,37,741,109843.16,0,0
15803749,Female,41,498,12577.21,1,1
15684999,Female,26,850,179365.1,0,0
15770225,Male,36,493,65816.53,1,0
15627484,Female,47,686,124170.9,1,0
15610337,Male,35,666,175015.12,1,0
15752488,Female,31,733,115441.66,1,0
15610056,Female,34,631,128247.03,0,0
15806049,Female,49,714,141914.94,1,0
15736069,Female,35,767,115566.57,1,1
15763662,Male,43,711,175423.69,1,0
15615575,Male,34,722,133447.49,1,0
15691723,Male,55,631,114474.98,1,0
15774098,Male,38,701,52044.66,0,0
15750808,Male,46,790,180290.68,1,0
15744368,Male,58,633,132034.13,1,0
15610594,Female,37,644,20968.88,1,0
15756125,Male,44,757,158735.1,1,0
15623277,Female,30,696,196134.44,1,0
15795954,Male,35,746,22374.97,1,0
15671969,Male,36,649,161668.15,1,0
15791268,Male,38,565,67339.34,0,0
15713655,Female,38,720,56229.72,1,1
15633930,Female,56,648,140991.23,1,1
15712849,Male,41,632,177644.52,0,1
15639077,Female,30,622,142342.55,1,1
15808784,Male,28,835,154559.28,1,0
15648577,Female,31,493,176570.28,1,1
15670345,Female,33,785,191961.83,0,0
15633112,Male,42,681,9452.88,1,1
15714397,Female,30,621,165257.31,1,0
15780038,Male,38,756,169763.89,1,1
15756305,Female,66,515,160663.11,1,0
15578799,Female,58,625,192072.1,1,1
15800326,Female,39,717,93275.61,1,0
15785485,Female,41,595,112269.67,0,0
15783958,Female,37,539,2186.83,0,0
15727546,Male,35,762,43075.7,1,0
15739576,Male,20,706,12368.11,1,0
15631333,Female,25,677,42410.21,1,0
15604782,Female,33,733,190430.81,0,0
15589643,Female,41,684,138394.37,1,0
15585533,Male,36,679,172501.38,0,0
15681506,Male,43,478,197916.43,1,0
15630551,Male,33,696,7035.36,1,0
15698349,Female,35,686,159676.55,1,0
15776631,Female,36,466,80603.99,0,0
15762216,Female,41,686,187599.8,1,0
15623927,Male,55,576,94450.97,1,0
15681402,Female,61,763,143981.27,1,0
15586264,Male,43,572,26450.57,1,1
15594685,Female,49,757,164482.92,0,0
15812945,Female,29,582,84012.81,1,0
15734628,Female,35,623,101192.08,1,0
15629323,Female,37,617,175324.74,1,1
15666823,Male,39,425,197226.32,1,0
15777553,Female,56,659,99504.03,1,1
15613097,Female,33,605,83700.66,0,0
15622217,Female,38,538,28226.15,0,1
15703588,Male,25,665,35321.65,1,0
15570835,Female,57,491,41229.73,1,1
15679299,Female,27,726,78970.58,0,0
15808044,Female,65,580,107890.69,1,1
15579208,Female,48,550,191870.28,1,0
15684951,Female,59,542,7905.06,1,1
15667620,Female,43,732,65731.53,1,0
15582960,Female,33,473,145698.73,0,0
15590730,Male,34,745,50046.25,1,0
15763747,Male,36,732,60830.24,1,0
15778320,Female,40,848,158853.98,0,0
15642787,Male,37,572,111243.09,0,0
15624633,Male,45,702,171014.69,1,0
15766765,Male,39,664,170835.32,1,0
15783615,Male,50,630,47775.34,1,1
15640161,Male,44,618,139297.71,0,0
15619889,Male,26,556,195167.38,1,0
15579166,Female,30,619,160948.87,1,0
15789097,Male,48,644,44965.54,0,1
15674880,Male,50,658,52137.73,1,0
15778157,Male,27,598,109296.18,1,0
15779064,Male,27,677,20092.89,1,0
15801265,Female,45,689,197804.0,1,1
15589204,Male,33,591,118782.06,1,0
15664543,Male,40,699,152876.13,0,1
15582714,Male,47,749,135655.29,0,1
15797595,Female,40,709,103970.58,1,0
15614034,Male,61,607,35786.76,1,0
15763171,Female,25,650,25325.07,1,0
15647266,Female,45,651,18732.84,1,0
15757577,Female,61,676,118522.73,1,0
15736656,Female,49,723,89972.25,0,0
15635078,Male,45,714,187194.15,0,0
15680141,Female,35,759,106785.7,1,0
15576945,Male,29,582,142516.35,1,0
15602034,Female,34,697,73334.43,1,0
15732020,Male,57,610,186612.47,0,0
15611029,Female,33,488,123613.81,1,0
15621210,Male,46,599,31368.08,1,1
15569222,Male,32,781,40066.95,1,0
15664639,Male,19,645,175969.19,0,0
15724223,Female,55,545,10034.77,0,1
15644621,Female,40,597,151167.94,1,0
15756056,Female,28,561,191387.76,1,0
15700353,Female,37,662,51229.17,1,0
15624388,Female,50,649,87351.42,1,1
15627212,Female,36,630,48984.95,1,0
15648005,Male,33,672,182738.0,1,0
15681446,Female,37,636,153535.27,1,0
15775888,Female,38,593,125079.65,1,0
15749019,Male,45,545,162321.26,1,0
15709928,Female,41,567,3414.72,1,0
15784676,Male,51,583,165082.25,1,0
15748116,Female,29,681,52021.39,1,0
15612193,Male,29,762,148256.43,1,0
15762984,Male,35,648,122899.01,0,0
15613713,Male,30,644,10771.46,1,0
15664204,Male,29,706,18255.51,1,0
15639415,Male,35,850,183566.78,1,0
15806332,Female,39,484,175224.12,1,0
15614929,Male,28,508,147913.56,1,0
15695492,Female,29,439,180598.66,1,0
15635972,Male,36,484,186136.48,1,0
15616380,Female,37,803,7455.2,0,0
15581440,Female,48,724,80552.11,1,1
15654390,Male,33,640,25722.28,1,1
15660688,Female,35,701,170996.86,0,0
15806307,Male,37,537,20603.32,1,0
15647975,Male,26,651,141763.26,0,0
15595728,Male,41,523,122284.38,0,1
15735388,Female,25,717,190011.85,1,0
15788535,Male,44,593,128046.98,1,0
15765902,Male,38,706,135662.17,1,0
15642345,Female,49,714,7571.51,1,1
15641250,Male,38,794,23596.24,1,0
15706163,Male,46,518,92727.42,0,1
15746708,Male,55,589,65156.83,1,1
15775203,Male,45,824,60151.77,0,0
15787907,Female,42,719,149097.38,1,1
15646764,Female,58,617,35199.24,1,1
15678284,Male,35,651,129451.29,1,1
15726791,Female,45,637,145134.49,1,1
15813144,Female,26,554,192709.69,1,0
15669342,Male,35,731,139083.7,1,0
15710366,Female,42,569,83629.6,1,1
15614934,Female,37,625,35625.41,1,0
15588701,Female,38,592,35338.96,1,0
15665438,Male,43,669,15602.8,0,0
15644896,Male,32,663,182355.21,1,0
15670205,Female,41,518,89327.67,1,0
15635776,Female,43,686,151903.6,1,0
15791053,Male,45,709,11.58,1,1
15644005,Female,33,571,77519.62,0,0
15796343,Female,31,707,91423.69,0,0
15751057,Male,32,701,106287.77,0,0
15623430,Male,34,672,161800.77,1,0
15682600,Male,39,620,80582.34,1,1
15769312,Male,48,557,185094.48,1,0
15708212,Female,54,648,172586.89,1,1
15650258,Female,35,479,195649.79,1,0
15604345,Female,22,730,145792.01,1,0
15578297,Female,43,737,138510.01,1,1
15671789,Male,31,616,168895.06,1,0
15726186,Male,29,639,97983.44,1,0
15764618,Female,39,815,85167.88,1,0
15730738,Male,31,786,18210.36,1,0
15637650,Male,50,549,13608.18,0,0
15606267,Female,38,622,110457.99,1,0
15625904,Male,26,624,31231.35,0,0
15654463,Male,34,841,141582.66,1,0
15774151,Female,41,614,14666.35,0,1
15693259,Male,30,676,55400.17,1,0
15642468,Male,42,697,174667.65,0,0
15758531,Female,40,732,154189.08,1,0
15728352,Male,27,623,142170.44,0,0
15637240,Male,46,541,94499.06,1,0
15595588,Female,39,773,182081.45,0,0
15778395,Male,34,762,68562.26,1,1
15711825,Female,35,655,88798.02,1,0
15599251,Male,32,602,113781.99,1,0
15570004,Male,31,850,121866.87,1,0
15656912,Male,51,649,150390.57,1,0
15657342,Male,28,850,60708.72,1,1
15716284,Male,43,543,78858.07,1,0
15672374,Male,52,672,56407.42,0,1
15732476,Female,27,600,125698.97,0,0
15747724,Female,34,671,23235.38,1,0
15633877,Female,42,706,75732.25,1,0
15672516,Male,51,541,179861.79,1,0
15607827,Male,34,711,42976.64,1,0
15751336,Male,30,630,10486.69,0,0
15646539,Male,31,531,56794.73,1,0
15756901,Female,26,641,28157.34,0,0
15809286,Male,37,631,152422.91,0,1
15759021,Male,35,685,167033.83,1,0
15725039,Male,32,702,126082.18,1,0
15579130,Female,43,708,181499.77,1,1
15754112,Male,55,653,41967.03,1,0
15735522,Male,37,654,186300.59,0,0
15613326,Female,33,596,85412.54,1,0
15739502,Female,31,549,23343.18,1,0
15670914,Male,38,754,180698.32,1,0
15604073,Female,25,815,136071.05,1,0
15806027,Female,52,556,175149.2,1,1
15574886,Male,32,706,146949.74,1,0
15707120,Male,46,850,88920.68,1,0
15800845,Female,33,732,45098.62,1,0
15603914,Male,40,614,20339.79,1,1
15722765,Female,57,580,108528.74,0,0
15783305,Female,46,593,145560.38,1,0
15574842,Female,25,653,199357.24,1,0
15607837,Female,29,746,43106.17,1,0
15714877,Female,29,662,137508.31,1,0
15782941,Male,31,573,91957.39,1,0
15630167,Female,39,684,120612.11,1,0
15759038,Female,41,793,102921.17,1,0
15661821,Female,49,798,31686.33,1,1
15728006,Male,40,524,180002.42,1,0
15712176,Male,31,816,28407.4,1,0
15689351,Female,41,742,73743.95,0,1
15782247,Male,22,540,186233.26,1,1
15769064,Male,39,537,31728.86,1,1
15718153,Female,74,759,48244.64,1,0
15613189,Female,52,774,113266.28,1,1
15661734,Male,42,608,71178.09,1,0
15592645,Male,37,704,25684.93,0,0
15768387,Male,41,581,29737.14,0,0
15792525,Female,61,628,149922.38,1,1
15586976,Female,42,566,180702.12,1,1
15790659,Male,59,701,27597.59,0,0
15691446,Male,29,735,95025.27,1,0
15772632,Female,34,680,167035.07,1,0
15706587,Male,57,560,116781.71,0,0
15572461,Female,29,663,21170.81,0,0
15654409,Female,34,665,29641.58,1,0
15568025,Male,51,758,116520.07,1,0
15715769,Male,26,621,44220.4,0,0
15667458,Male,28,764,166188.28,1,0
15567980,Female,46,537,140857.76,0,1
15679294,Female,46,589,37024.28,1,0
15606507,Male,24,555,27513.47,1,0
15578825,Female,29,734,17744.72,1,0
15619935,Female,59,783,4423.63,1,0
15636089,Female,51,678,109718.44,0,1
15727490,Male,47,661,107243.31,0,1
15591766,Female,25,607,115288.24,0,0
15641629,Female,38,537,41233.97,0,0
15813303,Male,88,513,52952.24,1,0
15756920,Male,63,576,78955.8,0,1
15726403,Male,41,660,26025.6,1,1
15592765,Male,40,637,174536.17,1,0
15704442,Female,53,672,147311.47,1,1
15641136,Male,32,629,77965.44,0,0
15725818,Male,40,583,5635.63,1,0
15612071,Female,32,763,81310.1,0,0
15719809,Male,32,516,111421.45,0,0
15716518,Female,27,617,190269.21,0,0
15742210,Male,38,700,100950.48,1,0
15630617,Male,36,727,113033.73,1,1
15720838,Female,31,689,120663.57,0,0
15595537,Male,49,626,187192.23,1,0
15623196,Male,38,686,97825.23,1,0
15679249,Female,57,351,169621.69,1,1
15693199,Female,37,739,191557.1,1,1
15661219,Male,32,627,103287.62,1,0
15617136,Female,38,451,167538.66,1,0
15760294,Female,41,512,64869.32,1,1
15652808,Female,41,774,102426.06,1,0
15657139,Female,40,652,107876.2,0,0
15803790,Male,37,638,37294.88,1,0
15764105,Female,57,475,89248.99,1,0
15672610,Male,40,567,91973.63,0,0
15766896,Male,37,750,16870.2,1,0
15587735,Male,39,850,121681.19,1,0
15659501,Female,38,753,33730.43,0,0
15745001,Female,36,683,104786.59,1,0
15651140,Female,32,710,94790.34,1,0
15571148,Female,21,645,28726.07,0,0
15776824,Male,28,714,67057.27,1,0
15633141,Female,35,696,69079.85,1,0
15764174,Female,26,612,179780.74,1,0
15778155,Female,31,520,183572.39,1,1
15715920,Male,23,782,142587.32,1,0
15671917,Male,46,666,177844.06,1,0
15666548,Female,56,466,197634.11,1,1
15625623,Female,45,567,121053.19,0,0
15748123,Male,20,613,149613.77,1,0
15648735,Male,37,718,142.81,1,0
15634974,Female,37,614,131766.67,0,1
